-2
8
36
0
228
18
0
118
4
-3
26
3
-4
3
42
61
13
-33
-23
-14
7
-5
3
-4
16
15
30
67
12
9
-4
29
3
68
-7
-11
-1
50
37
-19
-4
-6
18
7
18
21
4
5
34
14
39
24
-4
-7
123
99
-1
85
18
77
89
11
243
65
