-1
8
38
20
12
10
21
129
32
2
-27
-13
-13
11
15
63
78
17
9
24
3
-3
-11
6
-30
-24
-25
-32
11
19
22
0
103
-13
0
0
180
-2
16
44
94
-9
103
-10
1
-21
5
0
33
5
50
18
-2
-9
-27
-9
13
-10
20
52
237
19
32
64
59
-15
31
105
6
163
227
92
-13
-11
33
0
1
-7
39
7
12
9
-11
-6
-16
-6
6
0
77
93
